model_name,branch,generation,seed_count,run_count,evaluation_mode,accuracy_mean_mean,accuracy_mean_std,accuracy_mean_ci_low,accuracy_mean_ci_high,pedagogical_score_mean_mean,pedagogical_score_mean_std,pedagogical_score_mean_ci_low,pedagogical_score_mean_ci_high,silent_error_rate_mean,silent_error_rate_std,silent_error_rate_ci_low,silent_error_rate_ci_high,parse_failure_pred_rate_mean,parse_failure_pred_rate_std,parse_failure_pred_rate_ci_low,parse_failure_pred_rate_ci_high
qwen2.5:0.5b,anchor_10,0,1,1,inference_recycling_only,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,4.266666666666667,0.0,4.266666666666667,4.266666666666667,0.4,0.0,0.4,0.4,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667
qwen2.5:0.5b,anchor_10,1,1,1,inference_recycling_only,0.3666666666666666,0.0,0.3666666666666666,0.3666666666666666,5.266666666666667,0.0,5.266666666666667,5.266666666666667,0.2333333333333333,0.0,0.2333333333333333,0.2333333333333333,0.1,0.0,0.1,0.1
qwen2.5:0.5b,anchor_10,2,1,1,inference_recycling_only,0.2666666666666666,0.0,0.2666666666666666,0.2666666666666666,4.833333333333333,0.0,4.833333333333333,4.833333333333333,0.3666666666666666,0.0,0.3666666666666666,0.3666666666666666,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333
qwen2.5:0.5b,anchor_20,0,1,1,inference_recycling_only,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,5.433333333333334,0.0,5.433333333333334,5.433333333333334,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333
qwen2.5:0.5b,anchor_20,1,1,1,inference_recycling_only,0.4,0.0,0.4,0.4,5.0,0.0,5.0,5.0,0.2666666666666666,0.0,0.2666666666666666,0.2666666666666666,0.0,0.0,0.0,0.0
qwen2.5:0.5b,anchor_20,2,1,1,inference_recycling_only,0.2666666666666666,0.0,0.2666666666666666,0.2666666666666666,4.666666666666667,0.0,4.666666666666667,4.666666666666667,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333
qwen2.5:0.5b,pure_recycling,0,1,1,inference_recycling_only,0.4,0.0,0.4,0.4,4.166666666666667,0.0,4.166666666666667,4.166666666666667,0.4333333333333333,0.0,0.4333333333333333,0.4333333333333333,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333
qwen2.5:0.5b,pure_recycling,1,1,1,inference_recycling_only,0.4333333333333333,0.0,0.4333333333333333,0.4333333333333333,4.966666666666667,0.0,4.966666666666667,4.966666666666667,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.0
qwen2.5:0.5b,pure_recycling,2,1,1,inference_recycling_only,0.4333333333333333,0.0,0.4333333333333333,0.4333333333333333,5.866666666666666,0.0,5.866666666666666,5.866666666666666,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0
